i_vs	I(R_vs)/I(R_rs)
Step Information: I_sc=1m Elec=100m Rho=100m  (Run: 1/336)
1.847849797422289e-001	9.350930e-001
2.154434690031881e-001	9.441394e-001
2.511886431509577e-001	9.519682e-001
2.928644564625232e-001	9.587363e-001
3.414548873833597e-001	9.645819e-001
3.981071705534967e-001	9.696282e-001
4.641588833612772e-001	9.739831e-001
5.411695265464629e-001	9.777420e-001
6.309573444801924e-001	9.809891e-001
7.356422544596403e-001	9.838009e-001
8.576958985908929e-001	9.862501e-001
9.999999999999986e-001	9.884258e-001
1.165914401179830e+000	9.905297e-001
1.359356390878524e+000	1.100088e+000
1.584893192461111e+000	1.313432e+000
1.847849797422288e+000	1.534246e+000
2.154434690031880e+000	1.760212e+000
2.511886431509576e+000	1.988785e+000
2.928644564625231e+000	2.217295e+000
3.414548873833596e+000	2.443078e+000
3.981071705534965e+000	2.663595e+000
4.641588833612770e+000	2.876542e+000
5.411695265464627e+000	3.079942e+000
6.309573444801921e+000	3.272203e+000
7.356422544596399e+000	3.452149e+000
8.576958985908926e+000	3.619017e+000
1.000000000000000e+001	3.772435e+000
Step Information: I_sc=1 Elec=10 Rho=100  (Run: 310/336)
1.000000000000000e-003	-7.282425e-001
1.165914401179832e-003	-6.901386e-001
1.359356390878525e-003	-6.477807e-001
1.584893192461113e-003	-6.009994e-001
1.847849797422291e-003	-5.497022e-001
2.154434690031883e-003	-4.938944e-001
2.511886431509579e-003	-4.336972e-001
2.928644564625235e-003	-3.693620e-001
3.414548873833600e-003	-3.012792e-001
3.981071705534971e-003	-2.299787e-001
4.641588833612776e-003	-1.561196e-001
5.411695265464634e-003	-8.047124e-002
6.309573444801929e-003	-3.882937e-003
7.356422544596409e-003	7.275257e-002
8.576958985908937e-003	1.485404e-001
9.999999999999995e-003	2.226247e-001
1.165914401179831e-002	2.942265e-001
1.359356390878525e-002	3.626737e-001
1.584893192461112e-002	4.274224e-001
1.847849797422290e-002	4.880675e-001
2.154434690031882e-002	5.443432e-001
2.511886431509578e-002	5.961153e-001
2.928644564625235e-002	6.433674e-001
3.414548873833599e-002	6.861823e-001
3.981071705534969e-002	7.247225e-001
4.641588833612775e-002	7.592099e-001
5.411695265464631e-002	7.899077e-001
6.309573444801926e-002	8.171037e-001
7.356422544596405e-002	8.410968e-001
8.576958985908932e-002	8.621863e-001
9.999999999999990e-002	8.806638e-001
1.165914401179830e-001	8.968067e-001
1.359356390878524e-001	9.108752e-001
1.584893192461112e-001	9.231094e-001
1.847849797422289e-001	9.337286e-001
2.154434690031881e-001	9.429311e-001
2.511886431509577e-001	9.508949e-001
2.928644564625232e-001	9.577784e-001
3.414548873833597e-001	9.637225e-001
3.981071705534967e-001	9.688507e-001
4.641588833612772e-001	9.732724e-001
5.411695265464629e-001	9.770828e-001
6.309573444801924e-001	9.803656e-001
7.356422544596403e-001	9.831938e-001
8.576958985908929e-001	9.856311e-001
9.999999999999986e-001	9.877340e-001
1.165914401179830e+000	9.895524e-001
1.359356390878524e+000	9.911344e-001
1.584893192461111e+000	9.925369e-001
1.847849797422288e+000	9.938852e-001
2.154434690031880e+000	1.100088e+000
2.511886431509576e+000	1.313432e+000
2.928644564625231e+000	1.534246e+000
3.414548873833596e+000	1.760212e+000
3.981071705534965e+000	1.988785e+000
4.641588833612770e+000	2.217295e+000
5.411695265464627e+000	2.443078e+000
6.309573444801921e+000	2.663594e+000
7.356422544596399e+000	2.876542e+000
8.576958985908926e+000	3.079942e+000
1.000000000000000e+001	3.272203e+000
Step Information: I_sc=1.58489 Elec=10 Rho=100  (Run: 311/336)
1.000000000000000e-003	-7.325530e-001
1.165914401179832e-003	-6.949472e-001
1.359356390878525e-003	-6.531122e-001
1.584893192461113e-003	-6.068704e-001
1.847849797422291e-003	-5.561195e-001
2.154434690031883e-003	-5.008519e-001
2.511886431509579e-003	-4.411737e-001
2.928644564625235e-003	-3.773204e-001
3.414548873833600e-003	-3.096654e-001
3.981071705534971e-003	-2.387220e-001
4.641588833612776e-003	-1.651348e-001
5.411695265464634e-003	-8.966123e-002
6.309573444801929e-003	-1.314275e-002
7.356422544596409e-003	6.353102e-002
8.576958985908937e-003	1.394633e-001
9.999999999999995e-003	2.137914e-001
1.165914401179831e-002	2.857255e-001
1.359356390878525e-002	3.545794e-001
1.584893192461112e-002	4.197931e-001
1.847849797422290e-002	4.809445e-001
2.154434690031882e-002	5.377513e-001
2.511886431509578e-002	5.900644e-001
2.928644564625235e-002	6.378540e-001
3.414548873833599e-002	6.811919e-001
3.981071705534969e-002	7.202323e-001
4.641588833612775e-002	7.551911e-001
5.411695265464631e-002	7.863272e-001
6.309573444801926e-002	8.139261e-001
7.356422544596405e-002	8.382862e-001
8.576958985908932e-002	8.597072e-001
9.999999999999990e-002	8.784817e-001
1.165914401179830e-001	8.948892e-001
1.359356390878524e-001	9.091920e-001
1.584893192461112e-001	9.216329e-001
1.847849797422289e-001	9.324334e-001
2.154434690031881e-001	9.417943e-001
2.511886431509577e-001	9.498961e-001
2.928644564625232e-001	9.568991e-001
3.414548873833597e-001	9.629463e-001
3.981071705534967e-001	9.681633e-001
4.641588833612772e-001	9.726605e-001
5.411695265464629e-001	9.765349e-001
6.309573444801924e-001	9.798710e-001
7.356422544596403e-001	9.827424e-001
8.576958985908929e-001	9.852132e-001
9.999999999999986e-001	9.873392e-001
1.165914401179830e+000	9.891686e-001
1.359356390878524e+000	9.907436e-001
1.584893192461111e+000	9.921014e-001
1.847849797422288e+000	9.932745e-001
2.154434690031880e+000	9.942941e-001
2.511886431509576e+000	9.951967e-001
2.928644564625231e+000	9.960590e-001
3.414548873833596e+000	1.100088e+000
3.981071705534965e+000	1.313432e+000
4.641588833612770e+000	1.534246e+000
5.411695265464627e+000	1.760212e+000
6.309573444801921e+000	1.988785e+000
7.356422544596399e+000	2.217295e+000
8.576958985908926e+000	2.443078e+000
1.000000000000000e+001	2.663594e+000
Step Information: I_sc=2.51189 Elec=10 Rho=100  (Run: 312/336)
1.000000000000000e-003	-7.367229e-001
1.165914401179832e-003	-6.996018e-001
1.359356390878525e-003	-6.582768e-001
1.584893192461113e-003	-6.125625e-001
1.847849797422291e-003	-5.623467e-001
2.154434690031883e-003	-5.076096e-001
2.511886431509579e-003	-4.484431e-001
2.928644564625235e-003	-3.850668e-001
3.414548873833600e-003	-3.178377e-001
3.981071705534971e-003	-2.472527e-001
4.641588833612776e-003	-1.739418e-001
5.411695265464634e-003	-9.865032e-002
6.309573444801929e-003	-2.221157e-002
7.356422544596409e-003	5.448844e-002
8.576958985908937e-003	1.305516e-001
9.999999999999995e-003	2.051092e-001
1.165914401179831e-002	2.773610e-001
1.359356390878525e-002	3.466074e-001
1.584893192461112e-002	4.122725e-001
1.847849797422290e-002	4.739179e-001
2.154434690031882e-002	5.312451e-001
2.511886431509578e-002	5.840896e-001
2.928644564625235e-002	6.324086e-001
3.414548873833599e-002	6.762630e-001
3.981071705534969e-002	7.157982e-001
4.641588833612775e-002	7.512238e-001
5.411695265464631e-002	7.827946e-001
6.309573444801926e-002	8.107939e-001
7.356422544596405e-002	8.355190e-001
8.576958985908932e-002	8.572700e-001
9.999999999999990e-002	8.763405e-001
1.165914401179830e-001	8.930122e-001
1.359356390878524e-001	9.075492e-001
1.584893192461112e-001	9.201968e-001
1.847849797422289e-001	9.311789e-001
2.154434690031881e-001	9.406988e-001
2.511886431509577e-001	9.489393e-001
2.928644564625232e-001	9.560632e-001
3.414548873833597e-001	9.622151e-001
3.981071705534967e-001	9.675227e-001
4.641588833612772e-001	9.720980e-001
5.411695265464629e-001	9.760396e-001
6.309573444801924e-001	9.794329e-001
7.356422544596403e-001	9.823532e-001
8.576958985908929e-001	9.848652e-001
9.999999999999986e-001	9.870254e-001
1.165914401179830e+000	9.888826e-001
1.359356390878524e+000	9.904792e-001
1.584893192461111e+000	9.918517e-001
1.847849797422288e+000	9.930321e-001
2.154434690031880e+000	9.940474e-001
2.511886431509576e+000	9.949223e-001
2.928644564625231e+000	9.956777e-001
3.414548873833596e+000	9.963338e-001
3.981071705534965e+000	9.969141e-001
4.641588833612770e+000	9.974667e-001
5.411695265464627e+000	1.100088e+000
6.309573444801921e+000	1.313432e+000
7.356422544596399e+000	1.534246e+000
8.576958985908926e+000	1.760213e+000
1.000000000000000e+001	1.988785e+000
Step Information: I_sc=3.98107 Elec=10 Rho=100  (Run: 313/336)
1.000000000000000e-003	-7.407609e-001
1.165914401179832e-003	-7.041123e-001
1.359356390878525e-003	-6.632849e-001
1.584893192461113e-003	-6.180866e-001
1.847849797422291e-003	-5.683954e-001
2.154434690031883e-003	-5.141799e-001
2.511886431509579e-003	-4.555183e-001
2.928644564625235e-003	-3.926146e-001
3.414548873833600e-003	-3.258096e-001
3.981071705534971e-003	-2.555843e-001
4.641588833612776e-003	-1.825540e-001
5.411695265464634e-003	-1.074518e-001
6.309573444801929e-003	-3.110249e-002
7.356422544596409e-003	4.561193e-002
8.576958985908937e-003	1.217927e-001
9.999999999999995e-003	1.965656e-001
1.165914401179831e-002	2.691207e-001
1.359356390878525e-002	3.387453e-001
1.584893192461112e-002	4.048486e-001
1.847849797422290e-002	4.669757e-001
2.154434690031882e-002	5.248121e-001
2.511886431509578e-002	5.781785e-001
2.928644564625235e-002	6.270187e-001
3.414548873833599e-002	6.713827e-001
3.981071705534969e-002	7.114070e-001
4.641588833612775e-002	7.472950e-001
5.411695265464631e-002	7.792970e-001
6.309573444801926e-002	8.076938e-001
7.356422544596405e-002	8.327817e-001
8.576958985908932e-002	8.548610e-001
9.999999999999990e-002	8.742265e-001
1.165914401179830e-001	8.911613e-001
1.359356390878524e-001	9.059321e-001
1.584893192461112e-001	9.187858e-001
1.847849797422289e-001	9.299495e-001
2.154434690031881e-001	9.396285e-001
2.511886431509577e-001	9.480078e-001
2.928644564625232e-001	9.552527e-001
3.414548873833597e-001	9.615098e-001
3.981071705534967e-001	9.669085e-001
4.641588833612772e-001	9.715627e-001
5.411695265464629e-001	9.755724e-001
6.309573444801924e-001	9.790245e-001
7.356422544596403e-001	9.819951e-001
8.576958985908929e-001	9.845503e-001
9.999999999999986e-001	9.867473e-001
1.165914401179830e+000	9.886358e-001
1.359356390878524e+000	9.902587e-001
1.584893192461111e+000	9.916531e-001
1.847849797422288e+000	9.928510e-001
2.154434690031880e+000	9.938802e-001
2.511886431509576e+000	9.947646e-001
2.928644564625231e+000	9.955246e-001
3.414548873833596e+000	9.961783e-001
3.981071705534965e+000	9.967412e-001
4.641588833612770e+000	9.972270e-001
5.411695265464627e+000	9.976488e-001
6.309573444801921e+000	9.980216e-001
7.356422544596399e+000	9.983755e-001
8.576958985908926e+000	1.100088e+000
1.000000000000000e+001	1.313432e+000
Step Information: I_sc=6.30957 Elec=10 Rho=100  (Run: 314/336)
1.000000000000000e-003	-7.446746e-001
1.165914401179832e-003	-7.084867e-001
1.359356390878525e-003	-6.681455e-001
1.584893192461113e-003	-6.234520e-001
1.847849797422291e-003	-5.742754e-001
2.154434690031883e-003	-5.205729e-001
2.511886431509579e-003	-4.624095e-001
2.928644564625235e-003	-3.999740e-001
3.414548873833600e-003	-3.335915e-001
3.981071705534971e-003	-2.637271e-001
4.641588833612776e-003	-1.909815e-001
5.411695265464634e-003	-1.160755e-001
6.309573444801929e-003	-3.982521e-002
7.356422544596409e-003	3.689213e-002
8.576958985908937e-003	1.131774e-001
9.999999999999995e-003	1.881518e-001
1.165914401179831e-002	2.609960e-001
1.359356390878525e-002	3.309850e-001
1.584893192461112e-002	3.975131e-001
1.847849797422290e-002	4.601098e-001
2.154434690031882e-002	5.184445e-001
2.511886431509578e-002	5.723232e-001
2.928644564625235e-002	6.216765e-001
3.414548873833599e-002	6.665431e-001
3.981071705534969e-002	7.070510e-001
4.641588833612775e-002	7.433966e-001
5.411695265464631e-002	7.758261e-001
6.309573444801926e-002	8.046175e-001
7.356422544596405e-002	8.300659e-001
8.576958985908932e-002	8.524718e-001
9.999999999999990e-002	8.721310e-001
1.165914401179830e-001	8.893280e-001
1.359356390878524e-001	9.043315e-001
1.584893192461112e-001	9.173911e-001
1.847849797422289e-001	9.287359e-001
2.154434690031881e-001	9.385737e-001
2.511886431509577e-001	9.470919e-001
2.928644564625232e-001	9.544578e-001
3.414548873833597e-001	9.608201e-001
3.981071705534967e-001	9.663101e-001
4.641588833612772e-001	9.710434e-001
5.411695265464629e-001	9.751214e-001
6.309573444801924e-001	9.786327e-001
7.356422544596403e-001	9.816542e-001
8.576958985908929e-001	9.842532e-001
9.999999999999986e-001	9.864877e-001
1.165914401179830e+000	9.884085e-001
1.359356390878524e+000	9.900590e-001
1.584893192461111e+000	9.914769e-001
1.847849797422288e+000	9.926947e-001
2.154434690031880e+000	9.937408e-001
2.511886431509576e+000	9.946389e-001
2.928644564625231e+000	9.954102e-001
3.414548873833596e+000	9.960726e-001
3.981071705534965e+000	9.966415e-001
4.641588833612770e+000	9.971304e-001
5.411695265464627e+000	9.975506e-001
6.309573444801921e+000	9.979124e-001
7.356422544596399e+000	9.982246e-001
8.576958985908926e+000	9.984955e-001
1.000000000000000e+001	9.987349e-001
Step Information: I_sc=10 Elec=10 Rho=100  (Run: 315/336)
1.000000000000000e-003	-7.484704e-001
1.165914401179832e-003	-7.127320e-001
1.359356390878525e-003	-6.728659e-001
1.584893192461113e-003	-6.286666e-001
1.847849797422291e-003	-5.799950e-001
2.154434690031883e-003	-5.267972e-001
2.511886431509579e-003	-4.691254e-001
2.928644564625235e-003	-4.071539e-001
3.414548873833600e-003	-3.411922e-001
3.981071705534971e-003	-2.716898e-001
4.641588833612776e-003	-1.992328e-001
5.411695265464634e-003	-1.245296e-001
6.309573444801929e-003	-4.838727e-002
7.356422544596409e-003	2.832188e-002
8.576958985908937e-003	1.046992e-001
9.999999999999995e-003	1.798614e-001
1.165914401179831e-002	2.529809e-001
1.359356390878525e-002	3.233207e-001
1.584893192461112e-002	3.902607e-001
1.847849797422290e-002	4.533149e-001
2.154434690031882e-002	5.121372e-001
2.511886431509578e-002	5.665187e-001
2.928644564625235e-002	6.163769e-001
3.414548873833599e-002	6.617393e-001
3.981071705534969e-002	7.027250e-001
4.641588833612775e-002	7.395237e-001
5.411695265464631e-002	7.723769e-001
6.309573444801926e-002	8.015598e-001
7.356422544596405e-002	8.273666e-001
8.576958985908932e-002	8.500972e-001
9.999999999999990e-002	8.700486e-001
1.165914401179830e-001	8.875068e-001
1.359356390878524e-001	9.027424e-001
1.584893192461112e-001	9.160073e-001
1.847849797422289e-001	9.275327e-001
2.154434690031881e-001	9.375291e-001
2.511886431509577e-001	9.461859e-001
2.928644564625232e-001	9.536727e-001
3.414548873833597e-001	9.601401e-001
3.981071705534967e-001	9.657214e-001
4.641588833612772e-001	9.705339e-001
5.411695265464629e-001	9.746803e-001
6.309573444801924e-001	9.782507e-001
7.356422544596403e-001	9.813232e-001
8.576958985908929e-001	9.839662e-001
9.999999999999986e-001	9.862388e-001
1.165914401179830e+000	9.881921e-001
1.359356390878524e+000	9.898705e-001
1.584893192461111e+000	9.913125e-001
1.847849797422288e+000	9.925509e-001
2.154434690031880e+000	9.936143e-001
2.511886431509576e+000	9.945274e-001
2.928644564625231e+000	9.953114e-001
3.414548873833596e+000	9.959844e-001
3.981071705534965e+000	9.965621e-001
4.641588833612770e+000	9.970581e-001
5.411695265464627e+000	9.974839e-001
6.309573444801921e+000	9.978496e-001
7.356422544596399e+000	9.981636e-001
8.576958985908926e+000	9.984336e-001
1.000000000000000e+001	9.986659e-001
Step Information: I_sc=1m Elec=100 Rho=100  (Run: 316/336)
1.000000000000000e-003	2.015698e-001
1.165914401179832e-003	3.555928e-001
1.359356390878525e-003	5.230415e-001
1.584893192461113e-003	7.035237e-001
1.847849797422291e-003	8.962551e-001
2.154434690031883e-003	1.100037e+000
2.511886431509579e-003	1.313255e+000
2.928644564625235e-003	1.533915e+000
3.414548873833600e-003	1.759700e+000
3.981071705534971e-003	1.988063e+000
4.641588833612776e-003	2.216339e+000
5.411695265464634e-003	2.441865e+000
6.309573444801929e-003	2.662106e+000
7.356422544596409e-003	2.874765e+000
8.576958985908937e-003	3.077870e+000
9.999999999999995e-003	3.269833e+000
1.165914401179831e-002	3.449484e+000
1.359356390878525e-002	3.616063e+000
1.584893192461112e-002	3.769205e+000
1.847849797422290e-002	3.908886e+000
2.154434690031882e-002	4.035376e+000
2.511886431509578e-002	4.149176e+000
2.928644564625235e-002	4.250961e+000
3.414548873833599e-002	4.341523e+000
3.981071705534969e-002	4.421724e+000
4.641588833612775e-002	4.492455e+000
5.411695265464631e-002	4.554608e+000
6.309573444801926e-002	4.609048e+000
7.356422544596405e-002	4.656598e+000
8.576958985908932e-002	4.698029e+000
9.999999999999990e-002	4.734049e+000
1.165914401179830e-001	4.765310e+000
1.359356390878524e-001	4.792394e+000
1.584893192461112e-001	4.815828e+000
1.847849797422289e-001	4.836079e+000
2.154434690031881e-001	4.853561e+000
2.511886431509577e-001	4.868638e+000
2.928644564625232e-001	4.881632e+000
3.414548873833597e-001	4.892823e+000
3.981071705534967e-001	4.902455e+000
4.641588833612772e-001	4.910742e+000
5.411695265464629e-001	4.917868e+000
6.309573444801924e-001	4.923994e+000
7.356422544596403e-001	4.929258e+000
8.576958985908929e-001	4.933780e+000
9.999999999999986e-001	4.937665e+000
1.165914401179830e+000	4.941001e+000
1.359356390878524e+000	4.943865e+000
1.584893192461111e+000	4.946323e+000
1.847849797422288e+000	4.948433e+000
2.154434690031880e+000	4.950245e+000
2.511886431509576e+000	4.951799e+000
2.928644564625231e+000	4.953133e+000
3.414548873833596e+000	4.954277e+000
3.981071705534965e+000	4.955259e+000
4.641588833612770e+000	4.956102e+000
5.411695265464627e+000	4.956824e+000
6.309573444801921e+000	4.957445e+000
7.356422544596399e+000	4.957977e+000
8.576958985908926e+000	4.958433e+000
1.000000000000000e+001	4.958824e+000
Step Information: I_sc=1.58489m Elec=100 Rho=100  (Run: 317/336)
1.000000000000000e-003	-1.809314e-001
1.165914401179832e-003	-6.632199e-002
1.359356390878525e-003	6.101603e-002
1.584893192461113e-003	2.015702e-001
1.847849797422291e-003	3.555930e-001
2.154434690031883e-003	5.230416e-001
2.511886431509579e-003	7.035237e-001
2.928644564625235e-003	8.962551e-001
3.414548873833600e-003	1.100037e+000
3.981071705534971e-003	1.313255e+000
4.641588833612776e-003	1.533915e+000
5.411695265464634e-003	1.759700e+000
6.309573444801929e-003	1.988063e+000
7.356422544596409e-003	2.216338e+000
8.576958985908937e-003	2.441864e+000
9.999999999999995e-003	2.662106e+000
1.165914401179831e-002	2.874765e+000
1.359356390878525e-002	3.077870e+000
1.584893192461112e-002	3.269833e+000
1.847849797422290e-002	3.449484e+000
2.154434690031882e-002	3.616064e+000
2.511886431509578e-002	3.769205e+000
2.928644564625235e-002	3.908886e+000
3.414548873833599e-002	4.035376e+000
3.981071705534969e-002	4.149176e+000
4.641588833612775e-002	4.250961e+000
5.411695265464631e-002	4.341523e+000
6.309573444801926e-002	4.421723e+000
7.356422544596405e-002	4.492455e+000
8.576958985908932e-002	4.554608e+000
9.999999999999990e-002	4.609047e+000
1.165914401179830e-001	4.656598e+000
1.359356390878524e-001	4.698028e+000
1.584893192461112e-001	4.734050e+000
1.847849797422289e-001	4.765310e+000
2.154434690031881e-001	4.792394e+000
2.511886431509577e-001	4.815828e+000
2.928644564625232e-001	4.836079e+000
3.414548873833597e-001	4.853561e+000
3.981071705534967e-001	4.868638e+000
4.641588833612772e-001	4.881632e+000
5.411695265464629e-001	4.892823e+000
6.309573444801924e-001	4.902455e+000
7.356422544596403e-001	4.910742e+000
8.576958985908929e-001	4.917868e+000
9.999999999999986e-001	4.923994e+000
1.165914401179830e+000	4.929258e+000
1.359356390878524e+000	4.933780e+000
1.584893192461111e+000	4.937665e+000
1.847849797422288e+000	4.941001e+000
2.154434690031880e+000	4.943865e+000
2.511886431509576e+000	4.946323e+000
2.928644564625231e+000	4.948433e+000
3.414548873833596e+000	4.950245e+000
3.981071705534965e+000	4.951799e+000
4.641588833612770e+000	4.953133e+000
5.411695265464627e+000	4.954277e+000
6.309573444801921e+000	4.955259e+000
7.356422544596399e+000	4.956102e+000
8.576958985908926e+000	4.956825e+000
1.000000000000000e+001	4.957445e+000
Step Information: I_sc=2.51189m Elec=100 Rho=100  (Run: 318/336)
1.000000000000000e-003	-4.554854e-001
1.165914401179832e-003	-3.746757e-001
1.359356390878525e-003	-2.834231e-001
1.584893192461113e-003	-1.808979e-001
1.847849797422291e-003	-6.630325e-002
2.154434690031883e-003	6.102502e-002
2.511886431509579e-003	2.015739e-001
2.928644564625235e-003	3.555943e-001
3.414548873833600e-003	5.230419e-001
3.981071705534971e-003	7.035238e-001
4.641588833612776e-003	8.962551e-001
5.411695265464634e-003	1.100037e+000
6.309573444801929e-003	1.313255e+000
7.356422544596409e-003	1.533915e+000
8.576958985908937e-003	1.759700e+000
9.999999999999995e-003	1.988063e+000
1.165914401179831e-002	2.216339e+000
1.359356390878525e-002	2.441865e+000
1.584893192461112e-002	2.662106e+000
1.847849797422290e-002	2.874765e+000
2.154434690031882e-002	3.077870e+000
2.511886431509578e-002	3.269833e+000
2.928644564625235e-002	3.449484e+000
3.414548873833599e-002	3.616064e+000
3.981071705534969e-002	3.769205e+000
4.641588833612775e-002	3.908886e+000
5.411695265464631e-002	4.035376e+000
6.309573444801926e-002	4.149176e+000
7.356422544596405e-002	4.250961e+000
8.576958985908932e-002	4.341523e+000
9.999999999999990e-002	4.421723e+000
1.165914401179830e-001	4.492455e+000
1.359356390878524e-001	4.554608e+000
1.584893192461112e-001	4.609048e+000
1.847849797422289e-001	4.656598e+000
2.154434690031881e-001	4.698028e+000
2.511886431509577e-001	4.734049e+000
2.928644564625232e-001	4.765310e+000
3.414548873833597e-001	4.792394e+000
3.981071705534967e-001	4.815828e+000
4.641588833612772e-001	4.836079e+000
5.411695265464629e-001	4.853561e+000
6.309573444801924e-001	4.868638e+000
7.356422544596403e-001	4.881632e+000
8.576958985908929e-001	4.892823e+000
9.999999999999986e-001	4.902455e+000
1.165914401179830e+000	4.910742e+000
1.359356390878524e+000	4.917868e+000
1.584893192461111e+000	4.923994e+000
1.847849797422288e+000	4.929258e+000
2.154434690031880e+000	4.933781e+000
2.511886431509576e+000	4.937665e+000
2.928644564625231e+000	4.941000e+000
3.414548873833596e+000	4.943864e+000
3.981071705534965e+000	4.946323e+000
4.641588833612770e+000	4.948433e+000
5.411695265464627e+000	4.950244e+000
6.309573444801921e+000	4.951799e+000
7.356422544596399e+000	4.953133e+000
8.576958985908926e+000	4.954277e+000
1.000000000000000e+001	4.955259e+000
Step Information: I_sc=3.98107m Elec=100 Rho=100  (Run: 319/336)
1.000000000000000e-003	-6.194381e-001
1.165914401179832e-003	-5.662734e-001
1.359356390878525e-003	-5.061799e-001
1.584893192461113e-003	-4.387734e-001
1.847849797422291e-003	-3.626588e-001
2.154434690031883e-003	-2.761016e-001
2.511886431509579e-003	-1.772530e-001
2.928644564625235e-003	-6.484526e-002
3.414548873833600e-003	6.149112e-002
3.981071705534971e-003	2.016907e-001
4.641588833612776e-003	3.556164e-001
5.411695265464634e-003	5.230449e-001
6.309573444801929e-003	7.035240e-001
7.356422544596409e-003	8.962552e-001
8.576958985908937e-003	1.100037e+000
9.999999999999995e-003	1.313255e+000
1.165914401179831e-002	1.533915e+000
1.359356390878525e-002	1.759700e+000
1.584893192461112e-002	1.988063e+000
1.847849797422290e-002	2.216339e+000
2.154434690031882e-002	2.441865e+000
2.511886431509578e-002	2.662106e+000
2.928644564625235e-002	2.874765e+000
3.414548873833599e-002	3.077870e+000
3.981071705534969e-002	3.269833e+000
4.641588833612775e-002	3.449484e+000
5.411695265464631e-002	3.616064e+000
6.309573444801926e-002	3.769205e+000
7.356422544596405e-002	3.908886e+000
8.576958985908932e-002	4.035376e+000
9.999999999999990e-002	4.149176e+000
1.165914401179830e-001	4.250961e+000
1.359356390878524e-001	4.341523e+000
1.584893192461112e-001	4.421723e+000
1.847849797422289e-001	4.492455e+000
2.154434690031881e-001	4.554608e+000
2.511886431509577e-001	4.609048e+000
2.928644564625232e-001	4.656598e+000
3.414548873833597e-001	4.698028e+000
3.981071705534967e-001	4.734050e+000
4.641588833612772e-001	4.765310e+000
5.411695265464629e-001	4.792394e+000
6.309573444801924e-001	4.815828e+000
7.356422544596403e-001	4.836079e+000
8.576958985908929e-001	4.853560e+000
9.999999999999986e-001	4.868638e+000
1.165914401179830e+000	4.881632e+000
1.359356390878524e+000	4.892823e+000
1.584893192461111e+000	4.902455e+000
1.847849797422288e+000	4.910742e+000
2.154434690031880e+000	4.917868e+000
2.511886431509576e+000	4.923994e+000
2.928644564625231e+000	4.929258e+000
3.414548873833596e+000	4.933780e+000
3.981071705534965e+000	4.937665e+000
4.641588833612770e+000	4.941000e+000
5.411695265464627e+000	4.943864e+000
6.309573444801921e+000	4.946323e+000
7.356422544596399e+000	4.948434e+000
8.576958985908926e+000	4.950245e+000
1.000000000000000e+001	4.951799e+000
Step Information: I_sc=6.30957m Elec=100 Rho=100  (Run: 320/336)
1.000000000000000e-003	-6.542939e-001
1.165914401179832e-003	-6.075898e-001
1.359356390878525e-003	-5.561116e-001
1.584893192461113e-003	-4.998036e-001
1.847849797422291e-003	-4.386682e-001
2.154434690031883e-003	-3.728184e-001
2.511886431509579e-003	-3.024656e-001
2.928644564625235e-003	-2.278927e-001
3.414548873833600e-003	-1.493884e-001
3.981071705534971e-003	-6.704299e-002
4.641588833612776e-003	1.951859e-002
5.411695265464634e-003	1.125025e-001
6.309573444801929e-003	2.198067e-001
7.356422544596409e-003	3.578281e-001
8.576958985908937e-003	5.230622e-001
9.999999999999995e-003	7.035258e-001
1.165914401179831e-002	8.962551e-001
1.359356390878525e-002	1.100037e+000
1.584893192461112e-002	1.313255e+000
1.847849797422290e-002	1.533915e+000
2.154434690031882e-002	1.759700e+000
2.511886431509578e-002	1.988063e+000
2.928644564625235e-002	2.216339e+000
3.414548873833599e-002	2.441864e+000
3.981071705534969e-002	2.662106e+000
4.641588833612775e-002	2.874765e+000
5.411695265464631e-002	3.077870e+000
6.309573444801926e-002	3.269833e+000
7.356422544596405e-002	3.449484e+000
8.576958985908932e-002	3.616064e+000
9.999999999999990e-002	3.769205e+000
1.165914401179830e-001	3.908886e+000
1.359356390878524e-001	4.035376e+000
1.584893192461112e-001	4.149176e+000
1.847849797422289e-001	4.250961e+000
2.154434690031881e-001	4.341523e+000
2.511886431509577e-001	4.421723e+000
2.928644564625232e-001	4.492455e+000
3.414548873833597e-001	4.554608e+000
3.981071705534967e-001	4.609048e+000
4.641588833612772e-001	4.656598e+000
5.411695265464629e-001	4.698028e+000
6.309573444801924e-001	4.734050e+000
7.356422544596403e-001	4.765310e+000
8.576958985908929e-001	4.792394e+000
9.999999999999986e-001	4.815828e+000
1.165914401179830e+000	4.836079e+000
1.359356390878524e+000	4.853560e+000
1.584893192461111e+000	4.868638e+000
1.847849797422288e+000	4.881632e+000
2.154434690031880e+000	4.892823e+000
2.511886431509576e+000	4.902456e+000
2.928644564625231e+000	4.910742e+000
3.414548873833596e+000	4.917868e+000
3.981071705534965e+000	4.923994e+000
4.641588833612770e+000	4.929258e+000
5.411695265464627e+000	4.933781e+000
6.309573444801921e+000	4.937664e+000
7.356422544596399e+000	4.941000e+000
8.576958985908926e+000	4.943864e+000
1.000000000000000e+001	4.946323e+000
Step Information: I_sc=10m Elec=100 Rho=100  (Run: 321/336)
1.000000000000000e-003	-6.682586e-001
1.165914401179832e-003	-6.233584e-001
1.359356390878525e-003	-5.738854e-001
1.584893192461113e-003	-5.197794e-001
1.847849797422291e-003	-4.610789e-001
2.154434690031883e-003	-3.979448e-001
2.511886431509579e-003	-3.306713e-001
