i_vs	I(R_rs)	I(R_vs)	I(R_vs)/I(R_rs)
1.584893192461112e-001	3.920697e-003	1.545686e-001	3.942377e+001
1.847849797422289e-001	3.927107e-003	1.808579e-001	4.605372e+001
2.154434690031881e-001	3.934581e-003	2.115089e-001	5.375640e+001
2.511886431509577e-001	3.943295e-003	2.472453e-001	6.270019e+001
2.928644564625232e-001	3.953455e-003	2.889110e-001	7.307811e+001
3.414548873833597e-001	3.965301e-003	3.374896e-001	8.511072e+001
3.981071705534967e-001	3.979111e-003	3.941281e-001	9.904927e+001
4.641588833612772e-001	3.995214e-003	4.601637e-001	1.151787e+002
5.411695265464629e-001	4.013987e-003	5.371556e-001	1.338209e+002
6.309573444801924e-001	4.035876e-003	6.269215e-001	1.553371e+002
7.356422544596403e-001	4.061396e-003	7.315809e-001	1.801304e+002
8.576958985908929e-001	4.091151e-003	8.536047e-001	2.086466e+002
9.999999999999986e-001	4.125842e-003	9.958742e-001	2.413748e+002
1.165914401179830e+000	4.166289e-003	1.161748e+000	2.788448e+002
1.359356390878524e+000	4.213447e-003	1.355143e+000	3.216234e+002
1.584893192461111e+000	4.268429e-003	1.580625e+000	3.703060e+002
1.847849797422288e+000	4.332533e-003	1.843517e+000	4.255056e+002
2.154434690031880e+000	4.407273e-003	2.150028e+000	4.878363e+002
2.511886431509576e+000	4.494413e-003	2.507392e+000	5.578908e+002
2.928644564625231e+000	4.596012e-003	2.924049e+000	6.362144e+002
3.414548873833596e+000	4.714467e-003	3.409834e+000	7.232704e+002
3.981071705534965e+000	4.852575e-003	3.976219e+000	8.194040e+002
4.641588833612770e+000	5.013597e-003	4.636575e+000	9.248001e+002
5.411695265464627e+000	5.201336e-003	5.406494e+000	1.039443e+003
6.309573444801921e+000	5.420222e-003	6.304153e+000	1.163080e+003
7.356422544596399e+000	5.675426e-003	7.350747e+000	1.295189e+003
8.576958985908926e+000	5.972971e-003	8.570986e+000	1.434962e+003
1.000000000000000e+001	6.319883e-003	9.993680e+000	1.581308e+003
Step Information: I_sc=6.30957m Elec=10  (Run: 47/84)
1.000000000000000e-003	6.152894e-003	-5.152894e-003	-8.374748e-001
1.165914401179832e-003	6.152934e-003	-4.987020e-003	-8.105108e-001
1.359356390878525e-003	6.152981e-003	-4.793625e-003	-7.790735e-001
1.584893192461113e-003	6.153036e-003	-4.568143e-003	-7.424210e-001
1.847849797422291e-003	6.153101e-003	-4.305250e-003	-6.996880e-001
2.154434690031883e-003	6.153175e-003	-3.998741e-003	-6.498662e-001
2.511886431509579e-003	6.153262e-003	-3.641376e-003	-5.917797e-001
2.928644564625235e-003	6.153364e-003	-3.224719e-003	-5.240580e-001
3.414548873833600e-003	6.153482e-003	-2.738934e-003	-4.451030e-001
3.981071705534971e-003	6.153620e-003	-2.172549e-003	-3.530521e-001
4.641588833612776e-003	6.153781e-003	-1.512193e-003	-2.457339e-001
5.411695265464634e-003	6.153969e-003	-7.422739e-004	-1.206171e-001
6.309573444801929e-003	6.154188e-003	1.553854e-004	2.524872e-002
7.356422544596409e-003	6.154443e-003	1.201979e-003	1.953027e-001
8.576958985908937e-003	6.154741e-003	2.422218e-003	3.935533e-001
9.999999999999995e-003	6.155088e-003	3.844912e-003	6.246722e-001
1.165914401179831e-002	6.155492e-003	5.503652e-003	8.941042e-001
1.359356390878525e-002	6.155964e-003	7.437600e-003	1.208194e+000
1.584893192461112e-002	6.156513e-003	9.692418e-003	1.574336e+000
1.847849797422290e-002	6.157155e-003	1.232134e-002	2.001142e+000
2.154434690031882e-002	6.157902e-003	1.538644e-002	2.498650e+000
2.511886431509578e-002	6.158773e-003	1.896009e-002	3.078550e+000
2.928644564625235e-002	6.159789e-003	2.312666e-002	3.754456e+000
3.414548873833599e-002	6.160974e-003	2.798451e-002	4.542222e+000
3.981071705534969e-002	6.162355e-003	3.364836e-002	5.460309e+000
4.641588833612775e-002	6.163965e-003	4.025192e-002	6.530199e+000
5.411695265464631e-002	6.165843e-003	4.795111e-002	7.776895e+000
6.309573444801926e-002	6.168032e-003	5.692770e-002	9.229477e+000
7.356422544596405e-002	6.170583e-003	6.739364e-002	1.092176e+001
8.576958985908932e-002	6.173559e-003	7.959603e-002	1.289305e+001
9.999999999999990e-002	6.177028e-003	9.382297e-002	1.518901e+001
1.165914401179830e-001	6.181073e-003	1.104104e-001	1.786265e+001
1.359356390878524e-001	6.185789e-003	1.297498e-001	2.097547e+001
1.584893192461112e-001	6.191287e-003	1.522980e-001	2.459877e+001
1.847849797422289e-001	6.197697e-003	1.785873e-001	2.881510e+001
2.154434690031881e-001	6.205171e-003	2.092383e-001	3.371999e+001
2.511886431509577e-001	6.213885e-003	2.449748e-001	3.942377e+001
2.928644564625232e-001	6.224045e-003	2.866404e-001	4.605372e+001
3.414548873833597e-001	6.235891e-003	3.352190e-001	5.375639e+001
3.981071705534967e-001	6.249702e-003	3.918575e-001	6.270019e+001
4.641588833612772e-001	6.265804e-003	4.578931e-001	7.307811e+001
5.411695265464629e-001	6.284578e-003	5.348849e-001	8.511072e+001
6.309573444801924e-001	6.306466e-003	6.246509e-001	9.904927e+001
7.356422544596403e-001	6.331987e-003	7.293103e-001	1.151787e+002
8.576958985908929e-001	6.361741e-003	8.513342e-001	1.338209e+002
9.999999999999986e-001	6.396432e-003	9.936036e-001	1.553372e+002
1.165914401179830e+000	6.436879e-003	1.159477e+000	1.801304e+002
1.359356390878524e+000	6.484037e-003	1.352872e+000	2.086466e+002
1.584893192461111e+000	6.539019e-003	1.578354e+000	2.413747e+002
1.847849797422288e+000	6.603123e-003	1.841247e+000	2.788448e+002
2.154434690031880e+000	6.677863e-003	2.147757e+000	3.216234e+002
2.511886431509576e+000	6.765004e-003	2.505121e+000	3.703060e+002
2.928644564625231e+000	6.866602e-003	2.921778e+000	4.255057e+002
3.414548873833596e+000	6.985057e-003	3.407564e+000	4.878363e+002
3.981071705534965e+000	7.123165e-003	3.973948e+000	5.578908e+002
4.641588833612770e+000	7.284187e-003	4.634305e+000	6.362144e+002
5.411695265464627e+000	7.471926e-003	5.404223e+000	7.232705e+002
6.309573444801921e+000	7.690812e-003	6.301883e+000	8.194040e+002
7.356422544596399e+000	7.946016e-003	7.348476e+000	9.248001e+002
8.576958985908926e+000	8.243561e-003	8.568715e+000	1.039443e+003
1.000000000000000e+001	8.590474e-003	9.991409e+000	1.163080e+003
Step Information: I_sc=10m Elec=10  (Run: 48/84)
1.000000000000000e-003	9.751536e-003	-8.751537e-003	-8.974521e-001
1.165914401179832e-003	9.751577e-003	-8.585663e-003	-8.804384e-001
1.359356390878525e-003	9.751623e-003	-8.392268e-003	-8.606021e-001
1.584893192461113e-003	9.751678e-003	-8.166785e-003	-8.374748e-001
1.847849797422291e-003	9.751743e-003	-7.903893e-003	-8.105109e-001
2.154434690031883e-003	9.751818e-003	-7.597383e-003	-7.790735e-001
2.511886431509579e-003	9.751905e-003	-7.240018e-003	-7.424209e-001
2.928644564625235e-003	9.752006e-003	-6.823362e-003	-6.996880e-001
3.414548873833600e-003	9.752125e-003	-6.337576e-003	-6.498662e-001
3.981071705534971e-003	9.752263e-003	-5.771191e-003	-5.917797e-001
4.641588833612776e-003	9.752424e-003	-5.110835e-003	-5.240579e-001
5.411695265464634e-003	9.752612e-003	-4.340916e-003	-4.451030e-001
6.309573444801929e-003	9.752830e-003	-3.443257e-003	-3.530521e-001
7.356422544596409e-003	9.753086e-003	-2.396663e-003	-2.457339e-001
8.576958985908937e-003	9.753384e-003	-1.176424e-003	-1.206171e-001
9.999999999999995e-003	9.753730e-003	2.462696e-004	2.524876e-002
1.165914401179831e-002	9.754135e-003	1.905009e-003	1.953027e-001
1.359356390878525e-002	9.754607e-003	3.838958e-003	3.935533e-001
1.584893192461112e-002	9.755156e-003	6.093776e-003	6.246723e-001
1.847849797422290e-002	9.755798e-003	8.722701e-003	8.941043e-001
2.154434690031882e-002	9.756545e-003	1.178780e-002	1.208194e+000
2.511886431509578e-002	9.757416e-003	1.536145e-002	1.574336e+000
2.928644564625235e-002	9.758432e-003	1.952801e-002	2.001142e+000
3.414548873833599e-002	9.759617e-003	2.438587e-002	2.498650e+000
3.981071705534969e-002	9.760998e-003	3.004972e-002	3.078550e+000
4.641588833612775e-002	9.762608e-003	3.665328e-002	3.754456e+000
5.411695265464631e-002	9.764485e-003	4.435247e-002	4.542223e+000
6.309573444801926e-002	9.766675e-003	5.332906e-002	5.460309e+000
7.356422544596405e-002	9.769226e-003	6.379500e-002	6.530200e+000
8.576958985908932e-002	9.772202e-003	7.599739e-002	7.776895e+000
9.999999999999990e-002	9.775671e-003	9.022433e-002	9.229476e+000
1.165914401179830e-001	9.779716e-003	1.068117e-001	1.092176e+001
1.359356390878524e-001	9.784431e-003	1.261512e-001	1.289305e+001
1.584893192461112e-001	9.789930e-003	1.486994e-001	1.518901e+001
1.847849797422289e-001	9.796340e-003	1.749886e-001	1.786266e+001
2.154434690031881e-001	9.803814e-003	2.056397e-001	2.097548e+001
2.511886431509577e-001	9.812528e-003	2.413761e-001	2.459877e+001
2.928644564625232e-001	9.822688e-003	2.830418e-001	2.881510e+001
3.414548873833597e-001	9.834534e-003	3.316204e-001	3.371999e+001
3.981071705534967e-001	9.848344e-003	3.882588e-001	3.942377e+001
4.641588833612772e-001	9.864447e-003	4.542944e-001	4.605372e+001
5.411695265464629e-001	9.883220e-003	5.312863e-001	5.375640e+001
6.309573444801924e-001	9.905109e-003	6.210522e-001	6.270019e+001
7.356422544596403e-001	9.930630e-003	7.257116e-001	7.307811e+001
8.576958985908929e-001	9.960384e-003	8.477355e-001	8.511073e+001
9.999999999999986e-001	9.995076e-003	9.900049e-001	9.904926e+001
1.165914401179830e+000	1.003552e-002	1.155879e+000	1.151787e+002
1.359356390878524e+000	1.008268e-002	1.349274e+000	1.338209e+002
1.584893192461111e+000	1.013766e-002	1.574756e+000	1.553371e+002
1.847849797422288e+000	1.020177e-002	1.837648e+000	1.801304e+002
2.154434690031880e+000	1.027651e-002	2.144158e+000	2.086466e+002
2.511886431509576e+000	1.036365e-002	2.501523e+000	2.413748e+002
2.928644564625231e+000	1.046524e-002	2.918179e+000	2.788448e+002
3.414548873833596e+000	1.058370e-002	3.403965e+000	3.216234e+002
3.981071705534965e+000	1.072181e-002	3.970350e+000	3.703060e+002
4.641588833612770e+000	1.088283e-002	4.630706e+000	4.255057e+002
5.411695265464627e+000	1.107057e-002	5.400625e+000	4.878362e+002
6.309573444801921e+000	1.128946e-002	6.298284e+000	5.578908e+002
7.356422544596399e+000	1.154466e-002	7.344878e+000	6.362144e+002
8.576958985908926e+000	1.184220e-002	8.565117e+000	7.232705e+002
1.000000000000000e+001	1.218912e-002	9.987811e+000	8.194040e+002
Step Information: I_sc=15.8489m Elec=10  (Run: 49/84)
1.000000000000000e-003	1.545499e-002	-1.445499e-002	-9.352960e-001
1.165914401179832e-003	1.545504e-002	-1.428912e-002	-9.245609e-001
1.359356390878525e-003	1.545508e-002	-1.409573e-002	-9.120447e-001
1.584893192461113e-003	1.545514e-002	-1.387024e-002	-8.974520e-001
1.847849797422291e-003	1.545520e-002	-1.360735e-002	-8.804384e-001
2.154434690031883e-003	1.545528e-002	-1.330084e-002	-8.606020e-001
2.511886431509579e-003	1.545536e-002	-1.294348e-002	-8.374748e-001
2.928644564625235e-003	1.545546e-002	-1.252682e-002	-8.105108e-001
3.414548873833600e-003	1.545558e-002	-1.204103e-002	-7.790734e-001
3.981071705534971e-003	1.545572e-002	-1.147465e-002	-7.424209e-001
4.641588833612776e-003	1.545588e-002	-1.081429e-002	-6.996879e-001
5.411695265464634e-003	1.545607e-002	-1.004438e-002	-6.498661e-001
6.309573444801929e-003	1.545629e-002	-9.146716e-003	-5.917795e-001
7.356422544596409e-003	1.545654e-002	-8.100122e-003	-5.240578e-001
8.576958985908937e-003	1.545684e-002	-6.879883e-003	-4.451028e-001
9.999999999999995e-003	1.545719e-002	-5.457189e-003	-3.530518e-001
1.165914401179831e-002	1.545759e-002	-3.798450e-003	-2.457336e-001
1.359356390878525e-002	1.545807e-002	-1.864501e-003	-1.206167e-001
1.584893192461112e-002	1.545862e-002	3.903168e-004	2.524915e-002
1.847849797422290e-002	1.545926e-002	3.019242e-003	1.953032e-001
2.154434690031882e-002	1.546000e-002	6.084343e-003	3.935538e-001
2.511886431509578e-002	1.546087e-002	9.657989e-003	6.246729e-001
2.928644564625235e-002	1.546189e-002	1.382455e-002	8.941050e-001
3.414548873833599e-002	1.546308e-002	1.868241e-002	1.208195e+000
3.981071705534969e-002	1.546446e-002	2.434626e-002	1.574337e+000
4.641588833612775e-002	1.546607e-002	3.094982e-002	2.001144e+000
5.411695265464631e-002	1.546795e-002	3.864901e-002	2.498652e+000
6.309573444801926e-002	1.547013e-002	4.762560e-002	3.078551e+000
7.356422544596405e-002	1.547269e-002	5.809154e-002	3.754457e+000
8.576958985908932e-002	1.547566e-002	7.029393e-002	4.542224e+000
9.999999999999990e-002	1.547913e-002	8.452087e-002	5.460311e+000
1.165914401179830e-001	1.548318e-002	1.011083e-001	6.530201e+000
1.359356390878524e-001	1.548789e-002	1.204477e-001	7.776897e+000
1.584893192461112e-001	1.549339e-002	1.429959e-001	9.229479e+000
1.847849797422289e-001	1.549980e-002	1.692852e-001	1.092176e+001
2.154434690031881e-001	1.550728e-002	1.999362e-001	1.289306e+001
2.511886431509577e-001	1.551599e-002	2.356727e-001	1.518902e+001
2.928644564625232e-001	1.552615e-002	2.773383e-001	1.786266e+001
3.414548873833597e-001	1.553800e-002	3.259169e-001	2.097548e+001
3.981071705534967e-001	1.555181e-002	3.825554e-001	2.459877e+001
4.641588833612772e-001	1.556791e-002	4.485910e-001	2.881510e+001
5.411695265464629e-001	1.558669e-002	5.255828e-001	3.371999e+001
6.309573444801924e-001	1.560857e-002	6.153488e-001	3.942376e+001
7.356422544596403e-001	1.563410e-002	7.200081e-001	4.605371e+001
8.576958985908929e-001	1.566385e-002	8.420321e-001	5.375640e+001
9.999999999999986e-001	1.569854e-002	9.843014e-001	6.270019e+001
1.165914401179830e+000	1.573899e-002	1.150175e+000	7.307811e+001
1.359356390878524e+000	1.578614e-002	1.343570e+000	8.511072e+001
1.584893192461111e+000	1.584113e-002	1.569052e+000	9.904928e+001
1.847849797422288e+000	1.590523e-002	1.831945e+000	1.151787e+002
2.154434690031880e+000	1.597997e-002	2.138455e+000	1.338209e+002
2.511886431509576e+000	1.606711e-002	2.495819e+000	1.553371e+002
2.928644564625231e+000	1.616871e-002	2.912476e+000	1.801304e+002
3.414548873833596e+000	1.628716e-002	3.398262e+000	2.086466e+002
3.981071705534965e+000	1.642527e-002	3.964646e+000	2.413748e+002
4.641588833612770e+000	1.658630e-002	4.625002e+000	2.788448e+002
5.411695265464627e+000	1.677403e-002	5.394921e+000	3.216234e+002
6.309573444801921e+000	1.699292e-002	6.292581e+000	3.703060e+002
7.356422544596399e+000	1.724812e-002	7.339174e+000	4.255057e+002
8.576958985908926e+000	1.754567e-002	8.559413e+000	4.878362e+002
1.000000000000000e+001	1.789258e-002	9.982107e+000	5.578908e+002
Step Information: I_sc=25.1189m Elec=10  (Run: 50/84)
1.000000000000000e-003	2.449413e-002	-2.349413e-002	-9.591739e-001
1.165914401179832e-003	2.449417e-002	-2.332825e-002	-9.524004e-001
1.359356390878525e-003	2.449421e-002	-2.313486e-002	-9.445030e-001
1.584893192461113e-003	2.449427e-002	-2.290937e-002	-9.352953e-001
1.847849797422291e-003	2.449433e-002	-2.264648e-002	-9.245601e-001
2.154434690031883e-003	2.449441e-002	-2.233997e-002	-9.120438e-001
2.511886431509579e-003	2.449450e-002	-2.198261e-002	-8.974510e-001
2.928644564625235e-003	2.449460e-002	-2.156595e-002	-8.804371e-001
3.414548873833600e-003	2.449472e-002	-2.108017e-002	-8.606006e-001
3.981071705534971e-003	2.449485e-002	-2.051378e-002	-8.374732e-001
4.641588833612776e-003	2.449502e-002	-1.985343e-002	-8.105089e-001
5.411695265464634e-003	2.449520e-002	-1.908351e-002	-7.790713e-001
6.309573444801929e-003	2.449542e-002	-1.818585e-002	-7.424183e-001
7.356422544596409e-003	2.449568e-002	-1.713926e-002	-6.996849e-001
8.576958985908937e-003	2.449598e-002	-1.591902e-002	-6.498626e-001
9.999999999999995e-003	2.449633e-002	-1.449633e-002	-5.917756e-001
1.165914401179831e-002	2.449673e-002	-1.283759e-002	-5.240531e-001
1.359356390878525e-002	2.449721e-002	-1.090364e-002	-4.450974e-001
1.584893192461112e-002	2.449776e-002	-8.648828e-003	-3.530456e-001
1.847849797422290e-002	2.449840e-002	-6.019905e-003	-2.457264e-001
2.154434690031882e-002	2.449915e-002	-2.954807e-003	-1.206085e-001
2.511886431509578e-002	2.450003e-002	6.188362e-004	2.525859e-002
2.928644564625235e-002	2.450105e-002	4.785398e-003	1.953140e-001
3.414548873833599e-002	2.450224e-002	9.643252e-003	3.935662e-001
3.981071705534969e-002	2.450362e-002	1.530709e-002	6.246870e-001
4.641588833612775e-002	2.450524e-002	2.191065e-002	8.941211e-001
5.411695265464631e-002	2.450712e-002	2.960983e-002	1.208213e+000
6.309573444801926e-002	2.450932e-002	3.858642e-002	1.574357e+000
7.356422544596405e-002	2.451188e-002	4.905235e-002	2.001166e+000
8.576958985908932e-002	2.451486e-002	6.125473e-002	2.498677e+000
9.999999999999990e-002	2.451834e-002	7.548166e-002	3.078579e+000
1.165914401179830e-001	2.452240e-002	9.206904e-002	3.754488e+000
1.359356390878524e-001	2.452712e-002	1.114085e-001	4.542258e+000
1.584893192461112e-001	2.453263e-002	1.339567e-001	5.460346e+000
1.847849797422289e-001	2.453906e-002	1.602459e-001	6.530239e+000
2.154434690031881e-001	2.454655e-002	1.908969e-001	7.776936e+000
2.511886431509577e-001	2.455528e-002	2.266334e-001	9.229519e+000
2.928644564625232e-001	2.456545e-002	2.682990e-001	1.092180e+001
3.414548873833597e-001	2.457731e-002	3.168776e-001	1.289309e+001
3.981071705534967e-001	2.459113e-002	3.735160e-001	1.518905e+001
4.641588833612772e-001	2.460725e-002	4.395516e-001	1.786269e+001
5.411695265464629e-001	2.462604e-002	5.165435e-001	2.097550e+001
6.309573444801924e-001	2.464793e-002	6.063094e-001	2.459879e+001
7.356422544596403e-001	2.467346e-002	7.109688e-001	2.881512e+001
8.576958985908929e-001	2.470322e-002	8.329927e-001	3.372000e+001
9.999999999999986e-001	2.473792e-002	9.752621e-001	3.942378e+001
1.165914401179830e+000	2.477837e-002	1.141136e+000	4.605372e+001
1.359356390878524e+000	2.482553e-002	1.334531e+000	5.375640e+001
1.584893192461111e+000	2.488051e-002	1.560013e+000	6.270019e+001
1.847849797422288e+000	2.494461e-002	1.822905e+000	7.307811e+001
2.154434690031880e+000	2.501936e-002	2.129415e+000	8.511072e+001
2.511886431509576e+000	2.510650e-002	2.486780e+000	9.904927e+001
2.928644564625231e+000	2.520809e-002	2.903436e+000	1.151787e+002
3.414548873833596e+000	2.532655e-002	3.389222e+000	1.338209e+002
3.981071705534965e+000	2.546466e-002	3.955607e+000	1.553371e+002
4.641588833612770e+000	2.562568e-002	4.615963e+000	1.801304e+002
5.411695265464627e+000	2.581342e-002	5.385882e+000	2.086466e+002
6.309573444801921e+000	2.603230e-002	6.283541e+000	2.413748e+002
7.356422544596399e+000	2.628751e-002	7.330135e+000	2.788448e+002
8.576958985908926e+000	2.658505e-002	8.550374e+000	3.216234e+002
1.000000000000000e+001	2.693196e-002	9.973068e+000	3.703060e+002
Step Information: I_sc=39.8107m Elec=10  (Run: 51/84)
1.000000000000000e-003	3.874913e-002	-3.774913e-002	-9.741930e-001
1.165914401179832e-003	3.874922e-002	-3.758330e-002	-9.699113e-001
1.359356390878525e-003	3.874931e-002	-3.738996e-002	-9.649193e-001
1.584893192461113e-003	3.874943e-002	-3.716454e-002	-9.590989e-001
1.847849797422291e-003	3.874956e-002	-3.690171e-002	-9.523130e-001
2.154434690031883e-003	3.874972e-002	-3.659528e-002	-9.444013e-001
2.511886431509579e-003	3.874990e-002	-3.623801e-002	-9.351769e-001
2.928644564625235e-003	3.875011e-002	-3.582146e-002	-9.244223e-001
3.414548873833600e-003	3.875035e-002	-3.533581e-002	-9.118834e-001
3.981071705534971e-003	3.875064e-002	-3.476957e-002	-8.972643e-001
4.641588833612776e-003	3.875097e-002	-3.410938e-002	-8.802201e-001
5.411695265464634e-003	3.875136e-002	-3.333966e-002	-8.603482e-001
6.309573444801929e-003	3.875181e-002	-3.244224e-002	-8.371799e-001
7.356422544596409e-003	3.875234e-002	-3.139591e-002	-8.101682e-001
8.576958985908937e-003	3.875295e-002	-3.017599e-002	-7.786759e-001
9.999999999999995e-003	3.875365e-002	-2.875366e-002	-7.419599e-001
1.165914401179831e-002	3.875448e-002	-2.709534e-002	-6.991537e-001
1.359356390878525e-002	3.875544e-002	-2.516188e-002	-6.492476e-001
1.584893192461112e-002	3.875656e-002	-2.290762e-002	-5.910645e-001
1.847849797422290e-002	3.875785e-002	-2.027935e-002	-5.232321e-001
2.154434690031882e-002	3.875935e-002	-1.721500e-002	-4.441509e-001
2.511886431509578e-002	3.876109e-002	-1.364222e-002	-3.519567e-001
2.928644564625235e-002	3.876310e-002	-9.476657e-003	-2.444762e-001
3.414548873833599e-002	3.876543e-002	-4.619943e-003	-1.191769e-001
3.981071705534969e-002	3.876812e-002	1.042594e-003	2.689308e-002
4.641588833612775e-002	3.877123e-002	7.644662e-003	1.971736e-001
5.411695265464631e-002	3.877480e-002	1.534215e-002	3.956733e-001
6.309573444801926e-002	3.877891e-002	2.431682e-002	6.270631e-001
7.356422544596405e-002	3.878362e-002	3.478060e-002	8.967858e-001
8.576958985908932e-002	3.878902e-002	4.698057e-002	1.211182e+000
9.999999999999990e-002	3.879518e-002	6.120482e-002	1.577640e+000
1.165914401179830e-001	3.880219e-002	7.778925e-002	2.004765e+000
1.359356390878524e-001	3.881014e-002	9.712549e-002	2.502580e+000
1.584893192461112e-001	3.881914e-002	1.196702e-001	3.082762e+000
1.847849797422289e-001	3.882928e-002	1.459557e-001	3.758908e+000
2.154434690031881e-001	3.884068e-002	1.766028e-001	4.546852e+000
2.511886431509577e-001	3.885344e-002	2.123352e-001	5.465030e+000
2.928644564625232e-001	3.886769e-002	2.539968e-001	6.534908e+000
3.414548873833597e-001	3.888357e-002	3.025713e-001	7.781470e+000
3.981071705534967e-001	3.890126e-002	3.592059e-001	9.233786e+000
4.641588833612772e-001	3.892096e-002	4.252379e-001	1.092568e+001
5.411695265464629e-001	3.894294e-002	5.022266e-001	1.289647e+001
6.309573444801924e-001	3.896758e-002	5.919898e-001	1.519185e+001
7.356422544596403e-001	3.899533e-002	6.966469e-001	1.786488e+001
8.576958985908929e-001	3.902678e-002	8.186691e-001	2.097711e+001
9.999999999999986e-001	3.906268e-002	9.609373e-001	2.459988e+001
1.165914401179830e+000	3.910392e-002	1.126810e+000	2.881579e+001
1.359356390878524e+000	3.915155e-002	1.320205e+000	3.372038e+001
1.584893192461111e+000	3.920678e-002	1.545686e+000	3.942396e+001
1.847849797422288e+000	3.927100e-002	1.808579e+000	4.605380e+001
2.154434690031880e+000	3.934579e-002	2.115089e+000	5.375642e+001
2.511886431509576e+000	3.943295e-002	2.472454e+000	6.270020e+001
2.928644564625231e+000	3.953455e-002	2.889110e+000	7.307811e+001
3.414548873833596e+000	3.965300e-002	3.374896e+000	8.511072e+001
3.981071705534965e+000	3.979111e-002	3.941281e+000	9.904927e+001
4.641588833612770e+000	3.995214e-002	4.601637e+000	1.151787e+002
5.411695265464627e+000	4.013987e-002	5.371555e+000	1.338209e+002
6.309573444801921e+000	4.035876e-002	6.269215e+000	1.553371e+002
7.356422544596399e+000	4.061396e-002	7.315809e+000	1.801304e+002
8.576958985908926e+000	4.091151e-002	8.536048e+000	2.086466e+002
1.000000000000000e+001	4.125842e-002	9.958741e+000	2.413748e+002
Step Information: I_sc=63.0957m Elec=10  (Run: 52/84)
1.000000000000000e-003	5.131969e-002	-5.031969e-002	-9.805143e-001
1.165914401179832e-003	5.132097e-002	-5.015506e-002	-9.772819e-001
1.359356390878525e-003	5.132250e-002	-4.996314e-002	-9.735134e-001
1.584893192461113e-003	5.132428e-002	-4.973939e-002	-9.691200e-001
1.847849797422291e-003	5.132636e-002	-4.947851e-002	-9.639980e-001
2.154434690031883e-003	5.132878e-002	-4.917435e-002	-9.580267e-001
2.511886431509579e-003	5.133161e-002	-4.881972e-002	-9.510655e-001
2.928644564625235e-003	5.133490e-002	-4.840625e-002	-9.429502e-001
3.414548873833600e-003	5.133873e-002	-4.792418e-002	-9.334898e-001
3.981071705534971e-003	5.134321e-002	-4.736213e-002	-9.224616e-001
4.641588833612776e-003	5.134842e-002	-4.670683e-002	-9.096060e-001
5.411695265464634e-003	5.135451e-002	-4.594281e-002	-8.946208e-001
6.309573444801929e-003	5.136159e-002	-4.505202e-002	-8.771539e-001
7.356422544596409e-003	5.136986e-002	-4.401343e-002	-8.567949e-001
8.576958985908937e-003	5.137949e-002	-4.280253e-002	-8.330665e-001
9.999999999999995e-003	5.139072e-002	-4.139072e-002	-8.054123e-001
1.165914401179831e-002	5.140381e-002	-3.974466e-002	-7.731852e-001
1.359356390878525e-002	5.141906e-002	-3.782550e-002	-7.356318e-001
1.584893192461112e-002	5.143685e-002	-3.558791e-002	-6.918759e-001
1.847849797422290e-002	5.145757e-002	-3.297907e-002	-6.408984e-001
2.154434690031882e-002	5.148172e-002	-2.993738e-002	-5.815147e-001
2.511886431509578e-002	5.150987e-002	-2.639101e-002	-5.123485e-001
2.928644564625235e-002	5.154267e-002	-2.225622e-002	-4.318019e-001
3.414548873833599e-002	5.158088e-002	-1.743540e-002	-3.380205e-001
3.981071705534969e-002	5.162540e-002	-1.181469e-002	-2.288541e-001
4.641588833612775e-002	5.167726e-002	-5.261373e-003	-1.018121e-001
5.411695265464631e-002	5.173765e-002	2.379296e-003	4.598771e-002
6.309573444801926e-002	5.180798e-002	1.128775e-002	2.178767e-001
7.356422544596405e-002	5.188985e-002	2.167437e-002	4.176997e-001
8.576958985908932e-002	5.198513e-002	3.378446e-002	6.498869e-001
9.999999999999990e-002	5.209599e-002	4.790401e-002	9.195336e-001
1.165914401179830e-001	5.222491e-002	6.436653e-002	1.232487e+000
1.359356390878524e-001	5.237477e-002	8.356087e-002	1.595441e+000
1.584893192461112e-001	5.254887e-002	1.059404e-001	2.016036e+000
1.847849797422289e-001	5.275099e-002	1.320340e-001	2.502967e+000
2.154434690031881e-001	5.298543e-002	1.624580e-001	3.066089e+000
2.511886431509577e-001	5.325704e-002	1.979316e-001	3.716534e+000
2.928644564625232e-001	5.357129e-002	2.392932e-001	4.466818e+000
3.414548873833597e-001	5.393421e-002	2.875207e-001	5.330952e+000
3.981071705534967e-001	5.435235e-002	3.437548e-001	6.324562e+000
4.641588833612772e-001	5.483262e-002	4.093263e-001	7.465014e+000
5.411695265464629e-001	5.538188e-002	4.857876e-001	8.771598e+000
6.309573444801924e-001	5.600632e-002	5.749511e-001	1.026583e+001
7.356422544596403e-001	5.671008e-002	6.789322e-001	1.197199e+001
8.576958985908929e-001	5.749296e-002	8.002030e-001	1.391828e+001
9.999999999999986e-001	5.834612e-002	9.416539e-001	1.613910e+001
1.165914401179830e+000	5.924475e-002	1.106670e+000	1.867962e+001
1.359356390878524e+000	6.013704e-002	1.299219e+000	2.160431e+001
1.584893192461111e+000	6.093515e-002	1.523958e+000	2.500951e+001
1.847849797422288e+000	6.153528e-002	1.786314e+000	2.902911e+001
2.154434690031880e+000	6.189792e-002	2.092537e+000	3.380625e+001
2.511886431509576e+000	6.209707e-002	2.449789e+000	3.945097e+001
2.928644564625231e+000	6.223164e-002	2.866413e+000	4.606038e+001
3.414548873833596e+000	6.235750e-002	3.352191e+000	5.375763e+001
